Time,Deflection,Force,Angle,Torque
14.9,2.615,29.8,4.272874327090465,41.0630143
14.959479620000002,2.6,29.700000000000003,4.248454529361296,40.92521895
15.0,2.59,29.6,4.2321738045539465,40.7874236
15.069774200000003,2.58,29.5,4.215892395039537,40.64962824999999
15.1,2.58,29.4,4.215892395039537,40.511832899999995
15.184079940000002,2.58,29.25,4.215892395039537,40.305139874999995
15.2,2.565,29.1,4.1914690026001,40.098446849999995
15.298385190000003,2.55,29.0,4.167044084121172,39.9606515
15.3,2.55,28.9,4.167044084121172,39.82285614999999
15.4,2.55,28.7,4.167044084121172,39.54726545
15.409682560000002,2.55,28.6,4.167044084121172,39.4094701
15.5,2.535,28.5,4.1426176483379145,39.271674749999995
15.558078580000002,2.52,28.4,4.118189703988783,39.13387939999999
15.6,2.51,28.3,4.101903573980644,38.99608404999999
15.630271480000003,2.5,28.200000000000003,4.085616779974877,38.858288699999996
15.7,2.5,28.1,4.085616779974877,38.72049335
15.741568380000002,2.5,28.0,4.085616779974877,38.58269799999999
15.8,2.48,27.9,4.053041210337432,38.444902649999996
15.855873630000003,2.46,27.75,4.020463015816786,38.238209624999996
15.9,2.45,27.6,4.004172940709388,38.031516599999996
15.967171480000003,2.44,27.5,3.987882217163401,37.89372125
16.0,2.425,27.4,3.963444921699627,37.755925899999994
16.07746582,2.41,27.25,3.939006181850808,37.549232874999994
16.1,2.4000000000000004,27.1,3.922712890510474,37.342539849999994
16.191771080000002,2.39,26.950000000000003,3.9064189637146547,37.135846825
16.2,2.3833333333333333,26.8,3.8955559941031206,36.929153799999995
16.3,2.376666666666667,26.4,3.884692743991859,36.37797239999999
16.302065900000002,2.37,26.299999999999997,3.8738292141510584,36.24017704999999
16.4,2.3600000000000003,26.2,3.857533396582058,36.102381699999995
16.41336303,2.35,26.049999999999997,3.841236953955116,35.89568867499999
16.5,2.335,25.9,3.8167911237207046,35.688995649999995
16.527668050000003,2.32,25.75,3.7923439017386813,35.482302624999996
16.6,2.3099999999999996,25.6,3.7760449848950084,35.275609599999996
16.63996821,2.3,25.4,3.759745456003899,35.00001889999999
16.7,2.29,25.2,3.7434453176692393,34.72442819999999
16.749260239999998,2.28,25.0,3.7271445724955043,34.448837499999996
16.8,2.2699999999999996,24.8,3.7108432230877555,34.173246799999994
16.86356526,2.26,24.6,3.694541272051641,33.8976561
16.9,2.25,24.4,3.6782387219933863,33.6220654
16.973859840000003,2.24,24.25,3.661935575519803,33.415372375
17.0,2.225,24.1,3.637479743234494,33.20867935
17.085157440000003,2.21,23.950000000000003,3.613022583683789,33.001986325
17.1,2.2,23.8,3.5967170776284667,32.7952933
17.199462700000005,2.19,23.6,3.58041098820046,32.519702599999995
17.2,2.183333333333333,23.4,3.569539939108168,32.24411189999999
17.3,2.1766666666666667,23.0,3.558668632672761,31.692930499999996
17.310759830000002,2.17,22.85,3.5477970696678907,31.486237475
17.4,2.17,22.7,3.5477970696678907,31.279544449999996
17.420051620000002,2.17,22.549999999999997,3.5477970696678907,31.072851424999993
17.5,2.145,22.4,3.507026436537508,30.866158399999993
17.53535943,2.12,22.2,3.4662522470993933,30.590567699999994
17.6,2.105,22.0,3.4417860433970087,30.314976999999995
17.64565425,2.09,21.85,3.4173185829504664,30.108283975
17.7,2.08,21.7,3.4010062488208104,29.901590949999996
17.756951139999998,2.07,21.549999999999997,3.3846933626778357,29.694897924999992
17.8,2.0599999999999996,21.4,3.3683799271383608,29.488204899999996
17.87125616,2.05,21.2,3.352065944819736,29.212614199999994
17.9,2.03,21.0,3.319436350317081,28.937023499999995
17.981550740000003,2.01,20.8,3.286804600119228,28.661432799999996
18.0,1.9949999999999999,20.6,3.2623293854029303,28.385842099999998
18.092848350000004,1.98,20.5,3.2378529787412296,28.248046749999997
18.1,1.97,20.4,3.2215347164770862,28.110251399999996
18.2,1.96,20.3,3.2052159310134973,27.972456049999998
18.20715337,1.95,20.15,3.1888966249730015,27.765763024999995
18.3,1.935,20.0,3.1644166955686046,27.55907
18.31744819,1.92,19.65,3.139935609623026,27.076786274999996
18.4,1.9049999999999998,19.3,3.1154533759936833,26.594502549999998
18.428745320000004,1.89,19.1,3.090970003540502,26.31891185
18.5,1.88,18.9,3.0746471269348685,26.043321149999993
18.54305058,1.87,18.799999999999997,3.0583237507506156,25.905525799999992
18.6,1.87,18.7,3.0583237507506156,25.767730449999995
18.6533454,1.87,18.5,3.0583237507506156,25.492139749999996
18.7,1.86,18.3,3.041999877614739,25.216549049999998
18.764642770000002,1.85,18.0,3.0256755101547164,24.803162999999998
18.8,1.85,17.7,3.0256755101547164,24.389776949999995
18.878948020000003,1.85,17.45,3.0256755101547164,24.045288574999997
